Cessna	B-MISC
172	I-MISC
fly	O
med	O
plads	O
til	O
fire	O
personer	O
havde	O
da	O
retning	O
mod	O
en	O
række	O
fire	O
meter	O
høje	O
buske	O
.	O

Så	O
enkelt	O
kan	O
Unibanks	B-ORG
problem	O
formuleres	O
,	O
og	O
i	O
et	O
forsøg	O
på	O
at	O
få	O
skabt	O
tillid	O
blev	O
Unibanks	B-ORG
direktør	O
,	O
52-årige	O
Steen	B-PER
Rasborg	I-PER
i	O
går	O
fyret	O
med	O
en	O
afskedsgave	O
på	O
ca.	O
ni	O
millioner	O
kroner	O
.	O

Derfor	O
tæller	O
modelprogrammet	O
foreløbig	O
kun	O
Legacy	B-MISC
.	O

Edeling	B-PER
og	O
Robert	B-PER
udviklede	O
ikke	O
mindst	O
i	O
1970'erne	O
en	O
række	O
nye	O
trykteknikker	O
,	O
hvorved	O
man	O
på	O
en	O
helt	O
ny	O
måde	O
kunne	O
fastholde	O
metallets	O
stoflighed	O
i	O
det	O
grafiske	O
tryk	O
.	O

Men	O
privat	O
er	O
Jason	B-PER
Priestley	I-PER
absolut	O
ingen	O
duksedreng	O
.	O

-	O
Og	O
det	O
er	O
mig	O
,	O
der	O
hedder	O
Anni	B-PER
,	O
sagde	O
Anni	B-PER
og	O
hoppede	O
og	O
dansede	O
på	O
fødderne	O
.	O

Svendsen	B-PER
kører	O
derud	O
i	O
ambulancen	O
.	O

Tværtimod	O
er	O
det	O
den	O
tyske	O
stabilitets-	O
og	O
pengepolitik	O
,	O
der	O
skal	O
overtages	O
af	O
resten	O
af	O
EF	B-ORG
,	O
"	O
sagde	O
Waigel	B-PER
fornylig	O
under	O
en	O
diskussion	O
om	O
den	O
fremtidige	O
økonomiske	O
union	O
i	O
EF	B-ORG
.	O

Adolf	B-PER
Hitler	I-PER
er	O
Lehders	B-PER
politiske	O
idol	O
.	O

"	O
Man	O
kan	O
næsten	O
se	O
,	O
at	O
nogle	O
af	O
de	O
der	O
tynde	O
madammer	O
med	O
højlakerede	O
røde	O
negle	O
tænker	O
:	O
Guuud	O
,	O
altså	O
,	O
"	O
siger	O
den	O
25-årige	O
Bettina	B-PER
Jørgensen	I-PER
fra	O
Hammel	B-LOC
.	O

Nu	O
måtte	O
det	O
amerikanske	O
narkopoliti	O
,	O
DEA	B-ORG
,	O
føre	O
krigen	O
på	O
hjemmefronten	O
.	O

Computeren	O
kender	O
alle	O
stjernebilleder	O
,	O
f.eks.	O
Karlsvognen	B-MISC
og	O
Orions	B-MISC
Bælte	I-MISC
.	O

Den	O
ny	O
ordførende	O
direktør	O
Kaj	B-PER
Thomsen	I-PER
bekræfter	O
,	O
at	O
man	O
fra	O
bankens	O
side	O
har	O
haft	O
følere	O
til	O
andre	O
banker	O
og	O
snakket	O
fusion	O
.	O

"	O
Man	O
skal	O
huske	O
på	O
,	O
at	O
danserne	O
har	O
utroligt	O
vanskelige	O
vilkår	O
i	O
Danmark	B-LOC
,	O
og	O
det	O
vil	O
tage	O
minimum	O
fem	O
år	O
,	O
før	O
der	O
kan	O
opstå	O
et	O
kvalificeret	O
miljø	O
for	O
eksempel	O
omkring	O
en	O
ny	O
uddannelse	O
for	O
moderne	O
dans	O
.	O
"	O

Dansetruppen	O
har	O
banandansen	O
med	O
i	O
programmet	O
,	O
hvor	O
"Mellem-Os"-læserne	O
også	O
kan	O
glæde	O
sig	O
til	O
den	O
religiøse	O
trommedans	O
eller	O
optrinnet	O
over	O
traditionen	O
i	O
Kamphaengphet	B-LOC
,	O
hvor	O
folk	O
ofrer	O
gule	O
gevandter	O
til	O
munkene	O
den	O
nat	O
i	O
november	O
,	O
hvor	O
det	O
er	O
fuldmåne	O
.	O

Preben	B-PER
Andersen	I-PER
,	O
offsetekspert	O
,	O
får	O
i	O
forbindelse	O
med	O
sin	O
70-års	O
fødselsdag	O
"	O
Sætternisse	B-MISC
Prisen	O
"	O
.	O

Hvad	O
er	O
det	O
rigtige	O
niveau	O
for	O
,	O
hvor	O
mange	O
penge	O
,	O
vi	O
skal	O
tjene	O
?	O
"	O
spurgte	O
Dalmark	B-PER
.	O

Men	O
udsigten	O
til	O
det	O
nye	O
,	O
samlede	O
Europa	B-LOC
med	O
EF	B-ORG
som	O
den	O
politiske	O
og	O
økonomiske	O
dynamo	O
og	O
Tyskland	B-ORG
som	O
den	O
nye	O
toneangivende	O
stormagt	O
gør	O
alligevel	O
en	O
del	O
amerikanere	O
utilpasse	O
.	O

"	O
Ellers	O
var	O
jeg	O
blevet	O
suget	O
med	O
ned	O
,	O
"	O
forklarede	O
Samsel	B-PER
.	O

Socialdemokratiet	B-ORG
er	O
utilfreds	O
med	O
,	O
at	O
statsadvokat	O
Ole	B-PER
Stigel	I-PER
blev	O
sat	O
til	O
at	O
undersøge	O
DR-anklagerne	O
mod	O
politiet	O
og	O
anklagemyndigheden	O
,	O
fordi	O
han	O
var	O
anklager	O
under	O
sagen	O
i	O
1982	O
.	O

Det	O
råd	O
giver	O
Jytte	B-PER
Hilden	I-PER
til	O
sin	O
nære	O
veninde	O
.	O

Frank	B-PER
Mathiesen	I-PER
fastholdt	O
,	O
hvad	O
han	O
forleden	O
sagde	O
til	O
B.T.	B-ORG
:	O
"	O
Spillerne	O
får	O
20.000	O
i	O
bonus	O
pr.	O
mand	O
.	O

Sangerinden	O
med	O
en	O
stemme	O
så	O
klar	O
som	O
den	O
norske	O
fjeldluft	O
synger	O
udover	O
i	O
Roskilde	B-LOC
også	O
i	O
København	B-LOC
,	O
Odense	B-LOC
,	O
Århus	B-LOC
,	O
Randers	B-LOC
og	O
Holstebro	B-LOC
.	O

"	O
Vi	O
er	O
tvillinger	O
,	O
der	O
ikke	O
ligner	O
hinanden	O
"	O
,	O
siger	O
Smith	B-PER
.	O

-	O
...	O
ja	O
,	O
det	O
er	O
Svane	B-PER
...	O
hvad	O
siger	O
du	O
?	O

Syriens	O
præsident	O
,	O
Hafez	B-PER
al-Assad	I-PER
,	O
indledte	O
i	O
går	O
en	O
rundrejse	O
i	O
Mellemøsten	B-LOC
for	O
at	O
mønstre	O
støtte	O
for	O
Libyen	B-LOC
-	O
og	O
for	O
sit	O
eget	O
land	O
.	O

De	O
mindede	O
premierministeren	O
om	O
hans	O
løfte	O
om	O
ikke	O
at	O
påbegynde	O
den	O
endelige	O
ratifikationsprocess	O
i	O
parlamentet	O
,	O
indtil	O
der	O
var	O
kommet	O
en	O
afklaring	O
på	O
Danmarks	B-LOC
EF-udspil	O
.	O

-	O
Paryk-Blækhat	O
,	O
lyder	O
artsbetegnelsen	O
fra	O
Henning	B-PER
Knudsen	I-PER
,	O
lektor	O
ved	O
Botanisk	B-ORG
Museum	I-ORG
i	O
København	B-LOC
og	O
forfatter	O
til	O
Politikens	B-MISC
Svampebog	I-MISC
,	O
som	O
er	O
trykt	O
i	O
fire	O
oplag	O
og	O
i	O
alt	O
26.000	O
eksemplarer	O
.	O

Min	O
opgave	O
var	O
klar	O
:	O
der	O
skulle	O
lægges	O
pres	O
på	O
Danida	B-ORG
og	O
dermed	O
Bhutans	B-LOC
regering	O
for	O
at	O
få	O
standset	O
forfølgelsen	O
og	O
dermed	O
flygtningestrømmen	O
.	O

Arthur	B-PER
Millers	I-PER
skuespil	O
"	O
Udsigt	B-MISC
fra	I-MISC
broen	I-MISC
"	O
er	O
et	O
moderne	O
passionsdrama	O
.	O

Hells	B-ORG
Angels	I-ORG
spilles	O
af	O
Christian	B-PER
Mosbæk	I-PER
,	O
Kim	B-PER
Jansson	I-PER
,	O
Per	B-PER
Linderoth	I-PER
,	O
Annemette	B-PER
Bush	I-PER
og	O
den	O
nyuddannede	O
,	O
debuterende	O
Rikke	B-PER
Weissfeld	I-PER
.	O

Parken	B-LOC
har	O
fejl	O
og	O
mangler	O
,	O
som	O
fodbold-publikummet	O
hverken	O
kan	O
eller	O
vil	O
leve	O
med	O
.	O

Hvor	O
f.eks.	O
den	O
øverste	O
del	O
ikke	O
har	O
kunnet	O
trækkes	O
op	O
,	O
"	O
siger	O
Finn	B-PER
Rønlov	I-PER
Andersen	I-PER
.	O

-	O
Det	O
hører	O
med	O
til	O
tjenesten	O
,	O
svarede	O
Silius	B-PER
.	O

Det	O
var	O
provinsens	O
"	O
statens	B-MISC
kunstfond	I-MISC
"	O
,	O
Canadian	B-ORG
Council	I-ORG
,	O
der	O
gav	O
hende	O
opgaven	O
,	O
idet	O
de	O
kendte	O
hendes	O
arbejder	O
,	O
hendes	O
industrielle	O
designerfaringer	O
,	O
hidtil	O
løste	O
indretningsopgaver	O
og	O
fornemmelse	O
for	O
lokale	O
håndværkstraditioner	O
.	O

Det	O
blev	O
også	O
bygget	O
i	O
begyndelsen	O
af	O
tresserne	O
på	O
Aalborg	B-LOC
Værft	I-LOC
og	O
har	O
siden	O
sejlet	O
trofast	O
ved	O
Færøerne	B-LOC
og	O
Grønland	B-LOC
.	O

De	O
kan	O
også	O
aflevere	O
kuverten	O
ufrankeret	O
i	O
kassen	O
til	O
breve	O
og	O
løsninger	O
,	O
Vognmagergade	B-LOC
10	O
,	O
København	B-LOC
K.	I-LOC
senest	O
ovennævnte	O
dato	O
.	O

Intens	O
skydning	O
ovre	O
fra	O
den	O
bosniske	O
side	O
af	O
floden	O
fortæller	O
sammen	O
med	O
ligene	O
,	O
der	O
flyder	O
ned	O
ad	O
Una	B-LOC
,	O
om	O
hårde	O
kampe	O
,	O
men	O
sikker	O
viden	O
er	O
en	O
mangelvare	O
hernede	O
.	O

Ulrik	B-PER
Sørensen	I-PER
økonomidirektør	O
Danbyg	B-ORG
Totalentreprise	I-ORG
A/S	I-ORG
.	O

Dette	O
og	O
mange	O
andre	O
spørgsmål	O
besvarer	O
Illustreret	B-MISC
Videnskabs	I-MISC
eksperter	O

Kun	O
Ugemagasinet	B-ORG
SØNDAG's	I-ORG
læger	O
må	O
åbne	O
Deres	O
brev	O
.	O

Lise	B-PER
skar	O
en	O
grimasse	O
.	O

"	O
Det	O
er	O
sket	O
,	O
at	O
vi	O
begge	O
er	O
gået	O
efter	O
den	O
samme	O
rolle	O
og	O
så	O
begge	O
to	O
er	O
bakket	O
ud	O
igen	O
,	O
så	O
det	O
er	O
endt	O
med	O
,	O
at	O
en	O
helt	O
tredje	O
har	O
fået	O
rollen	O
,	O
"	O
siger	O
Jennifer	B-PER
Tilly	I-PER
,	O
der	O
mest	O
er	O
kendt	O
for	O
sine	O
lidt	O
mere	O
vovede	O
roller	O
.	O

Og	O
Michael	B-PER
Jackson	I-PER
er	O
det	O
ypperste	O
bevis	O
.	O

Han	O
er	O
søn	O
af	O
tidligere	O
industriminister	O
Erling	B-PER
Jensen	I-PER
,	O
poet	O
,	O
popsanger	O
og	O
forfatter	O
.	O

"	O
Det	O
er	O
en	O
mystisk	O
sag	O
,	O
hvor	O
de	O
små	O
nåle	O
er	O
stukket	O
ind	O
i	O
pigens	O
hals	O
,	O
håndled	O
,	O
på	O
kroppen	O
og	O
i	O
knæet	O
,	O
"	O
oplyser	O
kriminalinspektør	O
Jørgen	B-PER
Juul	I-PER
,	O
Roskilde	B-LOC
.	O

Her	O
kom	O
AIA	B-ORG
først	O
på	O
scoringslisten	O
,	O
da	O
der	O
resterede	O
otte	O
minutter	O
,	O
og	O
i	O
mellemtiden	O
havde	O
Viborg	B-ORG
med	O
fem	O
mål	O
i	O
træk	O
øget	O
sin	O
føring	O
til	O
17-9	O
.	O

Den	O
armenske	O
kilde	O
benægtede	O
forlydender	O
i	O
Moskva	B-LOC
og	O
Paris	B-LOC
om	O
,	O
at	O
mange	O
armeniere	O
var	O
blevet	O
dræbt	O
.	O

De	O
to	O
dømte	O
topchefer	O
i	O
6.	B-ORG
juli	I-ORG
Banken	I-ORG
,	O
bestyrelsesformand	O
Niels	B-PER
Johan	I-PER
Leer	I-PER
og	O
direktør	O
John	B-PER
Olsdorf	I-PER
,	O
ankede	O
på	O
stedet	O
dommen	O
fra	O
Københavns	B-LOC
byret	O
med	O
krav	O
om	O
frifindelse	O
.	O

En	O
sådan	O
alliance	O
vil	O
også	O
kunne	O
bruges	O
ved	O
overenskomstforhandlingerne	O
i	O
1993	O
,	O
hvor	O
nye	O
tryghedsaftaler	O
ventes	O
at	O
blive	O
et	O
af	O
hovedemnerne	O
,	O
mener	O
Dalmark	B-PER
.	O

Liv	B-PER
nikkede	O
og	O
prøvede	O
at	O
løsrive	O
sig	O
.	O

Faraos	O
skytsgud	O
Honus	B-PER
-	O
konge	O
over	O
hele	O
verden	O
-	O
fremstilles	O
ofte	O
med	O
falkehoved	O
og	O
dobbeltkrone	O
.	O

Otto	B-PER
Petersen	I-PER
Oberst	O
,	O
ingeniør	O
Otto	B-PER
Petersen	I-PER
,	O
der	O
i	O
dag	O
fylder	O
75	O
år	O
,	O
er	O
en	O
kendt	O
skikkelse	O
i	O
dansk	O
flyvning	O
.	O

Intet	O
gennembrud	O
for	O
Nutrio	B-ORG

Frankrigs	B-ORG
daværende	O
landstræner	O
Henri	B-PER
Michel	I-PER
kunne	O
ikke	O
længere	O
komme	O
uden	O
om	O
ham	O
.	O

11	O
kratere	O
i	O
Argentina	B-LOC
tyder	O
på	O
,	O
at	O
en	O
stor	O
meteor	O
for	O
10.000	O
år	O
siden	O
hoppede	O
hen	O
over	O
Jorden	B-LOC

ÅRHUS	B-LOC
:	O
Forældrene	O
til	O
11	O
måneder	O
gamle	O
Camilla	B-PER
,	O
Finn	B-PER
Bech-Nielsen	I-PER
og	O
Maja	B-PER
Illum	I-PER
,	O
Ry	B-LOC
ved	O
Skanderborg	B-LOC
,	O
må	O
leve	O
med	O
,	O
at	O
deres	O
datter	O
får	O
et	O
andet	O
efternavn	O
end	O
hendes	O
fire-årige	O
storesøster	O
.	O

Men	O
noget	O
har	O
Brandauer	B-PER
altså	O
talent	O
for	O
.	O

Ved	O
anmeldelsen	O
til	O
forsikringsselskabet	O
opgav	O
Poul	B-PER
Eefsen	I-PER
sig	O
bestjålet	O
for	O
i	O
alt	O
155.000	O
kr.	O
.	O

Så	O
der	O
er	O
altså	O
ikke	O
tale	O
om	O
en	O
fremgang	O
for	O
det	O
nye	O
nummer	O
,	O
"	O
siger	O
fuldmægtig	O
Bjarne	B-PER
Rylander	I-PER
fra	O
Net-	B-MISC
og	I-MISC
Trafiksektionen	I-MISC
i	O
KTAS	B-ORG
.	O

BMS	B-ORG
forsøger	O
nu	O
at	O
få	O
en	O
tvangsakkord	O
stablet	O
på	O
benene	O
,	O
men	O
flere	O
personer	O
spænder	O
i	O
øjeblikket	O
ben	O
for	O
den	O
plan	O
.	O

Den	O
statsansatte	O
dyrlæge	O
på	O
Kronfågels	B-ORG
slagteri	O
i	O
Kristiansstad	B-LOC
,	O
Karl	B-PER
Erik	I-PER
Bjørkman	I-PER
,	O
understreger	O
,	O
belægningen	O
hos	O
producenten	O
betyder	O
meget	O
for	O
dyrenes	O
trivsel	O
:	O

Så	O
hjælper	O
jeg	O
også	O
viceværten	O
i	O
Raadvad	B-LOC
By	O
.	O

Det	O
sker	O
ved	O
at	O
blande	O
25	O
procent	O
blyfri	O
benzin	O
i	O
den	O
ny	O
kvalitet	O
,	O
"	O
oplyser	O
Statoils	B-ORG
informationschef	O
,	O
Kai	B-PER
Nielsen	I-PER
.	O

Rocky	B-PER
Sullivan	I-PER
(	O
James	B-PER
Cagney	I-PER
)	O
,	O
Jerry	B-PER
Connolly	I-PER
(	O
Pat	B-PER
O'Brien	I-PER
)	O
,	O
James	B-PER
Frazier	I-PER
(	O
Humphrey	B-PER
Bogart	I-PER
)	O
,	O
Laury	B-PER
Ferguson	I-PER
(	O
Ann	B-PER
Sheridan	I-PER
)	O
,	O
Mac	B-PER
Keefer	I-PER
(	O
George	B-PER
Bancroft	I-PER
)	O
.	O

Vi	O
har	O
derfor	O
meget	O
at	O
takke	O
Erhard	B-PER
og	O
ALS	B-ORG
for	O
.	O

Eneste	O
af	O
de	O
ellers	O
ophugningsmodne	O
fartøjer	O
,	O
der	O
slet	O
ikke	O
må	O
sejle	O
videre	O
,	O
er	O
ubåden	O
Spækhuggeren	B-MISC
,	O
S327	B-MISC
,	O
som	O
siden	O
1957	O
har	O
passet	O
på	O
Østersøen	B-LOC
og	O
af	O
og	O
til	O
også	O
været	O
ude	O
i	O
Atlanten	B-LOC
som	O
enhed	O
i	O
STAVLANDNORTH	B-ORG
,	O
NATOs	B-ORG
stående	O
Atlanterhavsflåde	O
.	O

I	O
en	O
alder	O
af	O
bare	O
27	O
år	O
debuterede	O
den	O
unge	O
cand.-jur.	O
Helle	B-PER
Stangerup	I-PER
i	O
1967	O
med	O
et	O
brag	O
af	O
en	O
krimi	O
,	O
"	O
Gravskrift	B-MISC
for	I-MISC
rødhætte	I-MISC
"	O
.	O

De	O
har	O
i	O
fire	O
uger	O
i	O
træk	O
ligget	O
på	O
en	O
førsteplads	O
på	O
Billboard	B-ORG
i	O
USA	B-LOC
med	O
singlen	O
"	O
Jump	B-MISC
"	O
,	O
som	O
udkom	O
i	O
februar	O
.	O

Rejsen	O
plus	O
fem	O
dage	O
med	O
fuldpension	O
i	O
juleugen	O
på	O
Gausdal	B-LOC
koster	O
4.415	O
kr.	O
for	O
en	O
voksen	O
i	O
dobbeltværelse	O
med	O
bad	O
og	O
toilet	O
.	O

Amtsborgmester	O
Per	B-PER
Kaalund	I-PER
vil	O
nu	O
have	O
undersøgt	O
betalingsstandsningen	O
grundigt	O
.	O

Hvad	O
angår	O
den	O
indenrigspolitiske	O
front	O
fremhævede	O
han	O
,	O
at	O
"	O
SF	B-ORG
er	O
hele	O
Danmarks	B-LOC
tænketank	O
,	O
når	O
det	O
gælder	O
fornyelse	O
og	O
forandring	O
"	O
.	O

Til	O
Gausdal	B-ORG
Høifjellshotell	I-ORG
og	O
til	O
Kampsæter	B-ORG
og	O
Ruten	B-ORG
Fjellstue	I-ORG
.	O

Vi	O
vil	O
være	O
helt	O
sikre	O
på	O
,	O
at	O
bilfabrikkerne	O
garanterer	O
for	O
,	O
at	O
bilerne	O
kan	O
tåle	O
det	O
,	O
"	O
siger	O
informationschef	O
Margrethe	B-PER
Skov	I-PER
.	O

Det	O
er	O
mere	O
end	O
tre	O
måneder	O
siden	O
,	O
at	O
serberne	O
begyndte	O
krigen	O
for	O
at	O
annektere	O
en	O
stor	O
del	O
af	O
Bosnien	B-LOC
og	O
med	O
magt	O
deportere	O
flere	O
hundrede	O
tusinde	O
af	O
dets	O
indbyggere	O
.	O

Poul	B-PER
Lundbæk	I-PER
Andersen	I-PER
mødtes	O
med	O
Peter	B-PER
Wiese	I-PER
29.	O
marts	O
1989	O
,	O
hvor	O
Poul	B-PER
Lundbæk	I-PER
Andersen	I-PER
fortalte	O
om	O
alle	O
"	O
knasterne	O
"	O
i	O
tamil-sagen	O
.	O

Fielfraz	B-ORG
har	O
en	O
særlig	O
måde	O
at	O
stå	O
på	O
,	O
når	O
de	O
fotograferes	O
.	O

Jeg	O
skriver	O
for	O
at	O
få	O
at	O
vide	O
,	O
om	O
jeg	O
kan	O
fortsætte	O
med	O
at	O
tage	O
Chlorella	B-MISC
fremover	O
.	O

På	O
Gotland	B-LOC
var	O
skovbranden	O
så	O
voldsom	O
,	O
at	O
røgen	O
ifølge	O
det	O
finske	O
nyhedsbureau	O
FNB	B-ORG
kunne	O
lugtes	O
helt	O
op	O
i	O
det	O
sydlige	O
Finland	B-LOC
.	O

Hovedparten	O
af	O
soldaterne	O
fra	O
den	O
afghanske	O
hær	O
synes	O
også	O
at	O
støtte	O
Masood	B-PER
.	O

Hverken	O
Justy	B-MISC
eller	O
Alto	B-MISC
er	O
på	O
programmet	O
,	O
og	O
den	O
lette	O
mellemklassebil	O
Leone	B-MISC
er	O
på	O
vej	O
ud	O
.	O

Nu	O
venter	O
folkene	O
bag	O
"	O
Stokken	B-MISC
"	O
kun	O
på	O
,	O
at	O
bofællesskabet	O
får	O
del	O
i	O
boligkvoten	O
inden	O
april	O
1987	O
.	O

Også	O
Færdselssikkerhedskommissionen	B-ORG
har	O
udtalt	O
sig	O
.	O

Nøgternt	O
vurderet	O
vender	O
Lyngbyspillerne	O
næste	O
uge	O
hjem	O
med	O
nogle	O
sportslige	O
skrammer	O
fra	O
"	O
sammenstødet	O
"	O
med	O
Glasgow	B-ORG
Rangers'	I-ORG
skotter	O
på	O
Ibrox	B-LOC
.	O

Jan	B-PER
Caroc	I-PER
,	O
marketings-ekspert	O
,	O
er	O
blevet	O
kreativ	O
direktør	O
for	O
NP/Grey	B-ORG
gruppen	O
i	O
Odense	B-LOC
.	O

I	O
en	O
rapport	O
til	O
Retsudvalget	B-ORG
har	O
DR	B-ORG
siden	O
rettet	O
en	O
sønderlemmende	O
kritik	O
mod	O
den	O
redegørelse	O
,	O
som	O
statsadvokaten	O
og	O
rigsadvokaten	O
har	O
lavet	O
.	O

I	O
går	O
deltog	O
syv	O
helikoptere	O
i	O
slukningsarbejdet	O
på	O
Gotland	B-LOC
,	O
og	O
der	O
var	O
en	O
vis	O
optimisme	O
blandt	O
brandfolkene	O
.	O

De	O
"	O
knaldede	O
"	O
druer	O
kommer	O
fra	O
Sydafrika	B-LOC
,	O
Chile	B-LOC
og	O
Brasilien	B-LOC
-	O
men	O
problemet	O
er	O
ikke	O
begrænset	O
til	O
disse	O
lande	O
.	O

Sine	B-PER
Diemar	I-PER
har	O
imidlertid	O
anket	O
sagen	O
til	O
Vestre	B-ORG
Landsret	I-ORG
.	O

Da	O
han	O
sad	O
i	O
Camillas	B-PER
sofa	O
,	O
var	O
det	O
et	O
bevidst	O
led	O
i	O
en	O
sag	O
:	O

Triumfen	O
i	O
går	O
fik	O
da	O
heller	O
Frank	B-PER
Olsen	I-PER
til	O
at	O
bebude	O
,	O
at	O
man	O
nu	O
